"fullname","id","images/0","isQuote","isRetweet","likes","quotes","replies","retweets","text","timestamp","url","username","verified"
"Mono🏳️‍⚧️:wheelchair: //🚦🏜️🌼","1698444483329728689",,"false","false","0","0","0","0","Im on a lot of pain management meds but I forget them all the time and immediatley regret it when I remember but its too late for me to take them 
ADHD+Chronic Pain is a bitch, if I set alarms I will just ignore them :/","2023-09-03T21:14:00.000Z","https://twitter.com/MonochromeERROR/status/1698444483329728689","@MonochromeERROR","false"
"Gregory the A'ight","1698444417902727255",,"false","false","1","0","1","0","You know you're getting old and have ADHD when you reach for the glasses you just removed to read a screen up close, but you already removed them, and now you realize shit has progressed. And you feel existentially rejected.","2023-09-03T21:14:00.000Z","https://twitter.com/driven2drink/status/1698444417902727255","@driven2drink","false"
"B_boto","1698444336944337238",,"false","false","0","0","0","0","If u have adhd having more things on your desk to distract you is the last thing you need. Remove all distractions.","2023-09-03T21:14:00.000Z","https://twitter.com/b_boto_xRCx/status/1698444336944337238","@b_boto_xRCx","false"
"Shaynkaman","1698444259517456672",,"false","false","0","0","0","0","Literally adhd 1 and 2 🤣 I'll mourn you though","2023-09-03T21:14:00.000Z","https://twitter.com/shaykaboom/status/1698444259517456672","@shaykaboom","false"
"liv 🔮 wembley n2 & n6 🪩","1698444244292112401",,"false","false","0","0","0","0","not taking my adhd meds is always such an interesting experience lol","2023-09-03T21:13:00.000Z","https://twitter.com/livmae03/status/1698444244292112401","@livmae03","false"
"💕MJ💕","1698444001307718081",,"false","false","0","0","0","0","I put up a calendar, have been keeping up with my planner, and folded my floor laundry so in other words I am no longer mentally ill and am so stable pilled girl boss core I rebuke my chronic unmedicated adhd and anxiety disorders I am HEALED","2023-09-03T21:13:00.000Z","https://twitter.com/notmjbones/status/1698444001307718081","@notmjbones","false"
"🍓samantha🌫サマ○サ","1698443979719598300",,"false","false","0","0","0","0","Back on the adhd meds again and saying good morning to ppl at 3:30 pm","2023-09-03T21:12:00.000Z","https://twitter.com/saphophagia/status/1698443979719598300","@saphophagia","false"
"ADHD","1698443822781305027",,"false","false","1","0","0","0","laker","2023-09-03T21:12:00.000Z","https://twitter.com/ADHDGoat/status/1698443822781305027","@ADHDGoat","false"
"starzo","1698443678899994666",,"false","false","1","0","0","0","felt silly today so i took my adhd meds at 4pm and now they’ve kicked in. why did i do this. i usually take them at like 11/12 in the morning/early afternoon bc of the Energy they give me. i am going to be so incredibly insufferable","2023-09-03T21:11:00.000Z","https://twitter.com/solarhorrors/status/1698443678899994666","@solarhorrors","false"
"Yashar Ali 🐘","1698443664387621063",,"false","false","220","3","27","14","Something I've learned over the years is that when people get diagnosed with ADHD later in life and finally get treatment for it, they often slip into depression because they mourn the lost years and wonder what their life could have been like had they been diagnosed earlier.","2023-09-03T21:11:00.000Z","https://twitter.com/yashar/status/1698443664387621063","@yashar","true"
"rx-7 enjoyer","1698443595915632820",,"false","false","0","0","1","0","nah it's just interesting how all the best CoD games had none of the shit you incessantly demand the games feature now so your ADHD-ridden brain can have proper dopamine hits","2023-09-03T21:11:00.000Z","https://twitter.com/b0xfort/status/1698443595915632820","@b0xfort","false"
"Ceo Of Swag","1698443400394014762",,"false","false","7","0","1","0","His ADHD and wild nature made Indian people upset. Despite the character being a better overall person than the irl person, who was racist, sexist and blamed the Jews for being killed by the Nazis.","2023-09-03T21:10:00.000Z","https://twitter.com/Ceo__of__Swag/status/1698443400394014762","@Ceo__of__Swag","false"
"Général Butt Naked","1698443382794666272",,"false","false","0","0","1","0","Adhd riddled","2023-09-03T21:10:00.000Z","https://twitter.com/jbreezythahulk/status/1698443382794666272","@jbreezythahulk","false"
"iann","1698443375047848000",,"false","false","0","0","0","0","have i mentioned i'm taking meds for adhd now? yeah!","2023-09-03T21:10:00.000Z","https://twitter.com/iammiannn/status/1698443375047848000","@iammiannn","false"
"lacuna_matata","1698443217568428438",,"false","false","1","0","1","0","Nexpo and channels like night mind have always been my shit I love deep dives into content and Internet stories n horror ironically enough I love long form content like this adhd be dammed","2023-09-03T21:09:00.000Z","https://twitter.com/vixen_flavoured/status/1698443217568428438","@vixen_flavoured","false"
"TalanButStreams","1698443207145611729",,"false","false","0","0","0","0","GUYS IM PLAYING BEATING NIGHT 6 ON FNAF 1 COME JOIN
. 
. 
#twitch #streamer #twitchstreamer #FNAF  #FNAFMovie #twitchclips #adhd #stream #streaming #LGBT #lgbtq #lgbtqia #fnaf1 #fivenightsatfreddys","2023-09-03T21:09:00.000Z","https://twitter.com/TalanButStreams/status/1698443207145611729","@TalanButStreams","false"
"MarLyn 🤩🤔🏈🎿🌼🌞♒♋♻💯","1698443178024608054",,"false","false","0","0","0","0","If Chris Jones doesnt want to be in Kc then you should get Ross Blacklock. Get this, he is from Missouri City, TX, ofc thats not the only reason ♋️. He has adhd, but a good memory once its learned, so hope some1 remembers what i said abt that b4.","2023-09-03T21:09:00.000Z","https://twitter.com/MarLynxyzyz/status/1698443178024608054","@MarLynxyzyz","false"
"ZeeGee","1698443123007828309",,"false","false","1","0","0","0","You don't need to because I feel the same!!!","2023-09-03T21:09:00.000Z","https://twitter.com/ZeeGeeADHD/status/1698443123007828309","@ZeeGeeADHD","false"
"Mad pooper","1698442774931009696",,"false","false","0","0","0","0","Now that yeah. He seems like he could have adhd but that's not delayed. But I can get with what you're saying here to.","2023-09-03T21:08:00.000Z","https://twitter.com/Madpooper420/status/1698442774931009696","@Madpooper420","false"
"Spvwvky 👻 VTuber | Music & Motion Graphics","1698442760540369058",,"false","false","1","0","0","0","Nah you're not dumb! It's a common thing ADHD people fall into saying cause it sort of makes sense at face value. It's an easy way to describe the idea that thoughts just poof from our brain but it's definitely not the same thing as Object Permanence.","2023-09-03T21:08:00.000Z","https://twitter.com/Spvwvky/status/1698442760540369058","@Spvwvky","true"
"⋆｡°✩ 𝐌𝐢𝐠𝐮𝐞𝐥 𝐆𝐮𝐞𝐫𝐫𝐚 .ᐟ (S-H)","1698442642118336585",,"false","false","0","0","0","0","skal. so my adhd actively triggered properly for the first time in a very long time and, long story short, i just spent an hour, dressed like killian jones, dancing around my room to 'gimme! gimme! gimme!' by abba

i couldn't make this shit up if i wanted to /pos","2023-09-03T21:07:00.000Z","https://twitter.com/reformatusfur/status/1698442642118336585","@reformatusfur","false"
"JacobFS","1698442478846624211",,"false","false","1","0","0","0","i was diagnosed with adhd
does that make me neurodivergent","2023-09-03T21:06:00.000Z","https://twitter.com/flame_sus/status/1698442478846624211","@flame_sus","false"
"maize","1698442414996742348",,"false","false","0","0","0","0","I personally don’t think I have adhd, but I know I have executive dysfunction which plays a huge part in the way adhd is expressed so I use a lot of adhd tips to function","2023-09-03T21:06:00.000Z","https://twitter.com/friightwiig/status/1698442414996742348","@friightwiig","false"
"४ Goddess of Mischief. 🪬","1698442326517932411",,"false","false","0","0","1","0","Me when my ADHD strikes out of nowhere! 😂🤣","2023-09-03T21:06:00.000Z","https://twitter.com/JussssPeachyToo/status/1698442326517932411","@JussssPeachyToo","true"
"owen","1698442311502385206",,"false","false","1","0","0","0","If I go to college I want to be a ✨️dark academia✨️ top student but I was awful at school and I'm a horrid mixture of crazy/lazy/possibly adhd

*IF* I end up going I'll probably get like Ds 🫠","2023-09-03T21:06:00.000Z","https://twitter.com/colaceirios/status/1698442311502385206","@colaceirios","false"
"Space Case 😵‍💫","1698442109605322859",,"false","false","0","0","0","0","🙌 gm gm fantastic one from Rich","2023-09-03T21:05:00.000Z","https://twitter.com/adhd143/status/1698442109605322859","@adhd143","true"
"Ace","1698441846609920105",,"false","false","1","0","0","0","Unfortunately I think you're right. I've seen so much more of this borderline pseudoscience out in the world lately.","2023-09-03T21:04:00.000Z","https://twitter.com/bookmews/status/1698441846609920105","@bookmews","false"
"TerranceMacMush","1698441797859443171",,"false","false","0","0","0","0","He needs to wake up. He wasn't even paying attention last night during a pitch, was looking at a cat in the crowd or something. Maybe adhd","2023-09-03T21:04:00.000Z","https://twitter.com/nunfisting/status/1698441797859443171","@nunfisting","false"
"Sparky Summers VT✨ Carbuncle Boi","1698441768465789405",,"false","false","1","0","1","0","I did rt one of those as someone with adhd but i also totally fucked up with realisinf the definition. I am also dum","2023-09-03T21:04:00.000Z","https://twitter.com/SparkySummers/status/1698441768465789405","@SparkySummers","false"
"ADHD Dog","1698441678795776136",,"false","false","0","0","0","0","This was a really good chapter","2023-09-03T21:03:00.000Z","https://twitter.com/adhd_dog/status/1698441678795776136","@adhd_dog","false"
"Chief Zaddy","1698441529923133504",,"false","false","0","0","0","0","To think that your Father was a respected judge, even if your ADHD  won't let you show interest in his work, at least you heard about him.","2023-09-03T21:03:00.000Z","https://twitter.com/ChiefZaddy1/status/1698441529923133504","@ChiefZaddy1","false"
"Peak","1698441514920071230",,"false","false","1","0","1","0","According to Tiktok, I have ADHD and so does everyone else in the world apparently 🤷‍♂️","2023-09-03T21:03:00.000Z","https://twitter.com/peakgamingfb/status/1698441514920071230","@peakgamingfb","true"
"✨Jackdaw✨","1698441496045793311",,"false","false","0","0","0","0","Autism/ADHD is being so amazingly and lovingly hyperfocused on something that it stresses you out like nothing has stressed you out before and it’s an awful/wonderful feeling","2023-09-03T21:03:00.000Z","https://twitter.com/frigidjackdaw/status/1698441496045793311","@frigidjackdaw","false"
"Ace","1698441468388552928",,"false","false","1","0","0","0","I want to be so mad at this but I can't because I'm an idiot. 😂","2023-09-03T21:02:00.000Z","https://twitter.com/bookmews/status/1698441468388552928","@bookmews","false"
"seapha !","1698441288306110787",,"false","false","4","0","1","0","like combat has always been eh-ish for me anyway esp when it takes entire episodes for one encounter (that’s just how dnd works but i have adhd) but the added stress of them potentially dying any moment makes it so much worse for me","2023-09-03T21:02:00.000Z","https://twitter.com/oceanaslana/status/1698441288306110787","@oceanaslana","false"
"milo/vesper 🎗 ✈ 🎟 👾 8 DAYS 🥳","1698441122433888381",,"false","false","0","0","0","0","Thats why i havent changed mine yet","2023-09-03T21:01:00.000Z","https://twitter.com/ADHDChayanne/status/1698441122433888381","@ADHDChayanne","false"
"✶. 🎀 𝓌𝒾𝓃𝓉𝑒𝓇 𝒹𝑒𝓅𝓇𝑒𝓈𝓈𝒾⏾𝓃 🎀 .✶","1698441095489740871",,"false","false","1","0","1","0","congratulations on the new family!!! don't forget to keep the lights on.","2023-09-03T21:01:00.000Z","https://twitter.com/my_adhd_diaries/status/1698441095489740871","@my_adhd_diaries","false"
"Storm / Arson 🏳‍⚧🏳️‍🌈 ♿️ 🚦","1698441095045161446",,"false","false","0","0","0","0","I find it so funny that my dad is more excited about finding out I have a classmate who also got official autism diagnosis like-
When my parents told me a girl in my class got diagnosed I went ""makes sense, which one?"" Like dude I swear most of my class is asd/adhd 💀","2023-09-03T21:01:00.000Z","https://twitter.com/RAlNBOW_STARS/status/1698441095045161446","@RAlNBOW_STARS","false"
"Kirsty","1698441076464287839",,"false","false","0","0","0","0","At least, that was the reason I assumed it wasn't there 
Just hit me now it could have been something else","2023-09-03T21:01:00.000Z","https://twitter.com/TheADHDKirsty/status/1698441076464287839","@TheADHDKirsty","false"
"We are ADHDemons (ADHD Beans) 🤘🤘🤘","1698440987977101744",,"false","false","1","0","0","0","I shit you not, as soon as I saw, ""have nudes on your phone,"" I pulled up my calculator! 🤣🤣

Also, I *still* got the math wrong. I got 62.","2023-09-03T21:01:00.000Z","https://twitter.com/adhd_beans/status/1698440987977101744","@adhd_beans","false"
"emi 🦇","1698440965923500040",,"false","false","2","0","0","0","I told myself I was going to sit down and game today but my adhd had other plans I guess","2023-09-03T21:00:00.000Z","https://twitter.com/bvbygh0st/status/1698440965923500040","@bvbygh0st","false"
"Mr Gibbon","1698440912727151008",,"false","false","14","1","0","0","What a year it’s been for single player games. There are so many that I need to start or even finish my ADHD can’t keep up.","2023-09-03T21:00:00.000Z","https://twitter.com/mrgibb0n/status/1698440912727151008","@mrgibb0n","true"
"Ana is elsewhere these days","1698440805826904295",,"false","false","2","0","0","0","I do have a bit of a chill, tbf 😬","2023-09-03T21:00:00.000Z","https://twitter.com/angryajvar/status/1698440805826904295","@angryajvar","false"
"✶. 🎀 𝓌𝒾𝓃𝓉𝑒𝓇 𝒹𝑒𝓅𝓇𝑒𝓈𝓈𝒾⏾𝓃 🎀 .✶","1698440779360883094",,"false","false","3","0","0","0","lmfaooooo 😭","2023-09-03T21:00:00.000Z","https://twitter.com/my_adhd_diaries/status/1698440779360883094","@my_adhd_diaries","false"
"Bathtube😈 missing twittеr","1698440733429051711",,"false","false","0","0","0","0","I can't tell if cutting people off in the middle of their sentence is because of my ADHD or because I'm Asian","2023-09-03T21:00:00.000Z","https://twitter.com/Devilnuggies/status/1698440733429051711","@Devilnuggies","false"
"✶. 🎀 𝓌𝒾𝓃𝓉𝑒𝓇 𝒹𝑒𝓅𝓇𝑒𝓈𝓈𝒾⏾𝓃 🎀 .✶","1698440664541786244",,"false","false","1","0","1","0","those should be knells of horror 😭","2023-09-03T20:59:00.000Z","https://twitter.com/my_adhd_diaries/status/1698440664541786244","@my_adhd_diaries","false"
"D4RK V3L0C1TY Ho-Tep","1698440640831361466",,"false","false","0","0","0","0","She wount.. only thing wrong with ADHD is they can't sit still.. Xanax but they don't eat they play with themselves.. no ahslry falls asleep. Ur dad on the other hand I'll take sides with . Even ur grandparents.. but Connie broke the heat along with it dad n grandpa.. I did. Ik","2023-09-03T20:59:00.000Z","https://twitter.com/D4RKV3l0C1TY/status/1698440640831361466","@D4RKV3l0C1TY","false"
"We are ADHDemons (ADHD Beans) 🤘🤘🤘","1698440619973095522",,"false","false","1","0","0","0","A good portion of these were true before I was even out of high school. I'm from a teeeny little town. All we did as teens was hang out in a gas station parking lot until someone told us what field we were getting wrecked in. We'd get drunk...then do sex. 🤷‍♀️

Car sex? Really?","2023-09-03T20:59:00.000Z","https://twitter.com/adhd_beans/status/1698440619973095522","@adhd_beans","false"
"Alex Szórád","1698440498803875955",,"false","false","1","0","0","0","23 percent of sixteen year old girls contacted the NHS about their mental health last year. CAMHS is on its knees, real support only for emergencies. Bullying is a huge issue. Autism/ADHD support is insufficient. Then there is the general poverty. Systemic change is needed, NOW.","2023-09-03T20:59:00.000Z","https://twitter.com/AlexSzorad/status/1698440498803875955","@AlexSzorad","false"
"SBMTG","1698440289818407229",,"false","false","19","1","5","1","YouTube comments on gameplay be like ""how come this ADHD dude who's focusing on entertaining a large crowd of people while playing with and against brand new cards while also just having worked 10 12-hour days in a row just made a misplay?""","2023-09-03T20:58:00.000Z","https://twitter.com/SBMTGDev/status/1698440289818407229","@SBMTGDev","false"
"Brandon Ahmán Parks","1698440205701652578",,"false","false","0","0","0","0","I just realized I have a worse case of ADHD than I previously thought…Thank God for medication…","2023-09-03T20:57:00.000Z","https://twitter.com/AnonMars13/status/1698440205701652578","@AnonMars13","false"
"Open Ride PHL","1698439998096245076",,"false","false","2","0","1","0","I always changed too, but there were a bunch of times where I uh...forgot my clothes.

My ADHD very often manifests as ""I'd forget my own head if it wasn't nailed on to my neck...""","2023-09-03T20:57:00.000Z","https://twitter.com/openridePHL/status/1698439998096245076","@openridePHL","false"
"Ana is elsewhere these days","1698439874834002322",,"false","false","1","0","1","0","Why does that name ring a bell...","2023-09-03T20:56:00.000Z","https://twitter.com/angryajvar/status/1698439874834002322","@angryajvar","false"
"AMBerserkerAnubis🐺","1698439812749881530",,"false","false","0","0","0","0","watching youtube and they mention adhd people forgetting to take meds and that reminded me i had some i needed to take XD","2023-09-03T20:56:00.000Z","https://twitter.com/BerserkerAnubis/status/1698439812749881530","@BerserkerAnubis","false"
"Tehriel","1698439748472201716",,"false","false","1","0","1","0","My adhd makes detail work feel like the grey stuff in my head is leaking out of my ear, but I've been think about studying tattoos for my art.. wish me luck.","2023-09-03T20:56:00.000Z","https://twitter.com/Tehriel_/status/1698439748472201716","@Tehriel_","false"
"Rach | YouTube: AdultingADHD","1698439701365969002",,"false","false","16","0","0","0","Spending hours making notes that look pretty and exciting to look at is proven to make me want to go back and read and study them","2023-09-03T20:55:00.000Z","https://twitter.com/AdultingADHD/status/1698439701365969002","@AdultingADHD","false"
"SmokeMirrors&SocialMedia","1698439670059667933",,"false","false","0","0","1","0","Well autism and ADHD/ADD are neurodevelopmetal conditions. Research is ongoing on the percentages of Autism to Trans ratio, but currently it stands around 40% I believe. Puberty blockers are not recommended long term if at all for people actually going through puberty.","2023-09-03T20:55:00.000Z","https://twitter.com/GemmaHarri60683/status/1698439670059667933","@GemmaHarri60683","false"
"We are ADHDemons (ADHD Beans) 🤘🤘🤘","1698439626925506913",,"false","false","1","0","0","0","Ooohhh...now you've got me thinking. Aliens are *definitely* smarter than me. I'll bet they could get me a good job! 🤣🤣","2023-09-03T20:55:00.000Z","https://twitter.com/adhd_beans/status/1698439626925506913","@adhd_beans","false"
"Jason Michael Goings","1698439534692778164",,"false","false","0","0","1","0","I might stay sober and piss somebody from ADHD and adrenaline highs 😂","2023-09-03T20:55:00.000Z","https://twitter.com/Emailfraud_777/status/1698439534692778164","@Emailfraud_777","false"
"Jesse Gonzales","1698439505672298906",,"false","false","0","0","0","0","I have ADHD?","2023-09-03T20:55:00.000Z","https://twitter.com/GoalieGuy1978/status/1698439505672298906","@GoalieGuy1978","false"
"JeniMae Carter","1698439450517201326",,"false","false","2","0","0","0","Yes I did know that as both my kids qualify for adhd diagnosis I get the letter about the lawsuit. But i didn't pursue it because I refuse to have them put on amphetamines for their ADHD.","2023-09-03T20:54:00.000Z","https://twitter.com/opinionatedjeni/status/1698439450517201326","@opinionatedjeni","false"
"ADHD Dog","1698439437481394634",,"false","false","0","0","0","0","This was a really good chapter","2023-09-03T20:54:00.000Z","https://twitter.com/adhd_dog/status/1698439437481394634","@adhd_dog","false"
"ZeeGee","1698439412009324906",,"false","false","0","0","0","0","Is this that anyone where a dad walks in on his son in bed with a girl and then says some really out of pocket stuff about ""doin' it"" basically telling them to fuck like animals, then looks at the girl and tells her to ""blossom into the women you were always meant to be""???","2023-09-03T20:54:00.000Z","https://twitter.com/ZeeGeeADHD/status/1698439412009324906","@ZeeGeeADHD","false"
"Finn :)🎗️ WATCH GOOD OMENS 2","1698439368724066719",,"false","false","2","0","0","0","My grandma: ADHD isn't real, it's just an excuse so you don't have to try as hard. Idc that it hurts, life is pain, get over it

My grandpa: You're the sun of our lives. We love you. You're doing great. Just don't be late to school tomorrow, hugs :)","2023-09-03T20:54:00.000Z","https://twitter.com/Scatterrbrained/status/1698439368724066719","@Scatterrbrained","false"
"Seb🏹","1698439216718372891",,"false","false","2","0","1","0","I love in comics and even fics where Roy talks too much then catches himself after the fact. Like poor boy has ADD and ADHD and he needs someone to rant hyperfixtions to","2023-09-03T20:53:00.000Z","https://twitter.com/roysmilkers/status/1698439216718372891","@roysmilkers","false"
"Jakey the Mistakey","1698439207620915347",,"false","false","0","0","0","0","Target really out here selling ADHD stim toys in the same section as their succulents, and if I ever get read like that by a corporation again, I’m gonna fucking lose it","2023-09-03T20:53:00.000Z","https://twitter.com/Jacob_Miller96/status/1698439207620915347","@Jacob_Miller96","false"
"quatroquatro","1698439089450586608",,"false","false","0","0","1","0","Not saying his diagnosis is false, but the ADHD diagnosis has become the new cash cow.  Give the patient what they want and they’ll keep coming back (especially on the adult setting)…","2023-09-03T20:53:00.000Z","https://twitter.com/markbgger/status/1698439089450586608","@markbgger","false"
"Itachi🧋","1698439040926667087",,"false","false","4","0","0","0","It was crickets when Muslim sisters were getting called kuffar now they’re backtracking 🤣","2023-09-03T20:53:00.000Z","https://twitter.com/Alqadasi_/status/1698439040926667087","@Alqadasi_","false"
"ADhD Labs","1698438925512028261",,"false","false","1","0","2","0","Send your confession of what or who you dislike the most in NFTs, Web3 and/or Crypto.","2023-09-03T20:52:00.000Z","https://twitter.com/adhdlabs_/status/1698438925512028261","@adhdlabs_","false"
"rae 💐 @ yakuza 6","1698438827537232013",,"false","false","0","0","0","0","i often feel an intense need to describe myself as ""being adhd"" about something but that sounds ugly as hell and neurodivergent is a mouthful","2023-09-03T20:52:00.000Z","https://twitter.com/roseclrdboyish/status/1698438827537232013","@roseclrdboyish","false"
"Spring","1698438749493833737",,"false","false","4","0","0","0","Honestly he's so autism/audhd coded, I recognized myself a little too much in him and I like that it's subtle but still pretty good representation, not like the ""stereotypical"" representations of autism/adhd you usually see","2023-09-03T20:52:00.000Z","https://twitter.com/ijs462001/status/1698438749493833737","@ijs462001","false"
"rae 💐 @ yakuza 6","1698438667482636552",,"false","false","0","0","1","0","damn adhders need our own adjective along the lines of ""autistic"" for autism because using adhd as one just doesn't cut it 😭","2023-09-03T20:51:00.000Z","https://twitter.com/roseclrdboyish/status/1698438667482636552","@roseclrdboyish","false"
"Kirsty","1698438617121616292",,"false","false","0","0","1","0","Omg yes!! Being a menstruating teen staying at my boyfriends house whereby his bathroom had no bin because noone in their household menstruated was so so awkward and frustrating","2023-09-03T20:51:00.000Z","https://twitter.com/TheADHDKirsty/status/1698438617121616292","@TheADHDKirsty","false"
"ZeeGee","1698438482538922022",,"false","false","1","0","0","0","Looks great","2023-09-03T20:51:00.000Z","https://twitter.com/ZeeGeeADHD/status/1698438482538922022","@ZeeGeeADHD","false"
"Wasexpat_nowvillagegirl","1698438461563314614",,"false","false","0","0","1","0","Oh god I realised Sharepoint suddenly had this function when doing work on Friday. It is taking all my willpower not to go down an ADHD rabbit hole colour coding every goddam folder!","2023-09-03T20:50:00.000Z","https://twitter.com/DatingExpat/status/1698438461563314614","@DatingExpat","false"
"👤","1698438284387439028",,"false","false","0","0","0","0","People with ADHD are so better than regular people","2023-09-03T20:50:00.000Z","https://twitter.com/_jusjohn/status/1698438284387439028","@_jusjohn","false"
"🏳️‍🌈 Cheeky8 🏳️‍⚧️ *e/h*/h*s","1698438111691243883",,"false","false","0","0","0","0","This is the first time anything about ADHD has felt strongly relatable to me (a self-diagnosed autistic person).

I’m aware of the overlap between the two and that I may be autistic and not have ADHD.

Still, this captures my daily experiences in a clarified way, so thank you 💙","2023-09-03T20:49:00.000Z","https://twitter.com/CheekyOfTheWind/status/1698438111691243883","@CheekyOfTheWind","false"
"Silly Goof","1698438094817554552",,"false","false","0","0","0","0","I’m adhd I experience this every day","2023-09-03T20:49:00.000Z","https://twitter.com/Sillygoofowo/status/1698438094817554552","@Sillygoofowo","false"
"josh or something 𝕏 😏","1698438076123496802",,"false","false","0","0","0","0","some people are saying he might have adhd, idk bout that.","2023-09-03T20:49:00.000Z","https://twitter.com/jawshyourdaddy/status/1698438076123496802","@jawshyourdaddy","false"
"isabell from tv","1698437831587237916",,"false","false","0","0","0","0","being an artist with severe adhd be like: 
*5 months of art block* 
*LightYagamiWriting.gif for 3 days straight*
*5 months of art block*","2023-09-03T20:48:00.000Z","https://twitter.com/sewerslurt/status/1698437831587237916","@sewerslurt","false"
"hiro 🪼","1698437783998595283",,"false","false","1","0","0","0","i have adhd brain rhe msuic will make me forget what im doing
it's weird bcs music while working helps me focus","2023-09-03T20:48:00.000Z","https://twitter.com/hirosghosts/status/1698437783998595283","@hirosghosts","false"
"maryjblond💙sky","1698437652960227618",,"false","false","1","0","1","0","it's not a good sign that i keep losing count & starting over","2023-09-03T20:47:00.000Z","https://twitter.com/maryJblond/status/1698437652960227618","@maryJblond","false"
"actualunschooling","1698437605161914729",,"false","false","0","0","1","0","Favorite noise canceling headphones for kids? 

Just.... give me everything. Tell me all of the things. We have 4 kids ages 8.5, 6, and 2.5 year old twins. All are ND (ADHD/Autistic) and my husband and I are neurospicey as well. So we are quite the bunch.","2023-09-03T20:47:00.000Z","https://twitter.com/actualunschool/status/1698437605161914729","@actualunschool","false"
"skistims🫧🪼","1698437519371600067",,"false","false","0","0","0","0","Jisung ed TAAAAAN ADHD creature frrr 🐌 .pos","2023-09-03T20:47:00.000Z","https://twitter.com/ccskizstim/status/1698437519371600067","@ccskizstim","false"
"xαт 🌱🌸","1698437442318074193",,"false","false","1","0","1","0","I tried alot of ""multivitamins"" but they don't do shit. They're probably just very small dosage and I'm certain I don't get enough in my diet. Problem is I can't justify taking 9 pills a day 😭 I have adhd I'll forget... I wish they made 1 good multivitamin","2023-09-03T20:46:00.000Z","https://twitter.com/shroomspie/status/1698437442318074193","@shroomspie","false"
"C // Dean-kinnie Casgirl 💙💚ADHD AUTISTIC OCD","1698437193809740048",,"false","false","0","0","0","0","the old man's trying to prove he's not old 😂😂 we should all pray for Jackles' knees 🙏","2023-09-03T20:45:00.000Z","https://twitter.com/yesits_vitaminC/status/1698437193809740048","@yesits_vitaminC","false"
"PeanutLager","1698437143729742228",,"false","false","1","0","1","0","I will be entering full serious academic mode from now on, since I have to find a way to diagnose ADHD in kids with a game-ish app for my masters programme.😤

Wish me luck!🍀","2023-09-03T20:45:00.000Z","https://twitter.com/LagerPeanut/status/1698437143729742228","@LagerPeanut","false"
"John Sisino","1698437076130091074",,"false","false","1","0","0","0","Can relate.

(Don't think it's ADHD in my case, though.)","2023-09-03T20:45:00.000Z","https://twitter.com/smarmyEOD/status/1698437076130091074","@smarmyEOD","false"
"ADHD Dog","1698436990994112660",,"false","false","0","0","0","0","I really like this serious. This was a good chapter.","2023-09-03T20:45:00.000Z","https://twitter.com/adhd_dog/status/1698436990994112660","@adhd_dog","false"
"Mike @ I got stuff going on","1698436895376630069",,"false","false","0","0","0","0","Man My adhd has been getting me so bad lately I was just looking for a bookmarked page for school and then went oh shit look at that bookmarked page for learning puyo puyo combos clicked on that and then read it for 10 minutes before realizing im supposed to be working","2023-09-03T20:44:00.000Z","https://twitter.com/MikeMike_423/status/1698436895376630069","@MikeMike_423","false"
"ADHD","1698436814355218752",,"false","false","1","0","2","0","they won a game without Ja playing 😹","2023-09-03T20:44:00.000Z","https://twitter.com/ADHDGoat/status/1698436814355218752","@ADHDGoat","false"
"Mary Dague","1698436759644676491",,"false","false","6","0","2","0","I bought a hair dye a month or so ago for a specific color scheme I want to try and put it somewhere safe. So, of course, I can't find it now. Thanks, ADHD! 😃👍🏼","2023-09-03T20:44:00.000Z","https://twitter.com/WonderNubs/status/1698436759644676491","@WonderNubs","false"
"🏉Anna, jackal princess🏉","1698436531877302393",,"false","false","0","0","1","0","And back when I was at school, fecking forget about dyslexia, adhd and autism. Those kids were just being ""difficult"". Shocking behaviour by the school.","2023-09-03T20:43:00.000Z","https://twitter.com/anna66newton/status/1698436531877302393","@anna66newton","false"
"Alicia 🍄✨🌈😵‍💫","1698436390462115873",,"false","false","2","0","1","0","my brain and helps my stress/anxiety but sometimes i feel almost… too much. I can take my ADHD medicine and go tf to sleep. I take my adhd medicine and the housework that i’ve put off? no worries it can wait. the bills i’m behind? Chill, no worries. Sometimes i feel like a","2023-09-03T20:42:00.000Z","https://twitter.com/alicialsgay/status/1698436390462115873","@alicialsgay","false"
"Alicia 🍄✨🌈😵‍💫","1698436387429573070",,"false","false","1","0","2","0","i low key want to come off my ADHD stims. While it helps my anxiety, i feel like it makes me TOO chill sometimes. You think of someone on stimulants and you automatically think of someone power cleaning the house, hyped up, ect. That ain’t me. It does help quiet","2023-09-03T20:42:00.000Z","https://twitter.com/alicialsgay/status/1698436387429573070","@alicialsgay","false"
"Adam Makey","1698436285793239274",,"false","false","1","0","0","0","A lot of the SoulsBorne games are fun but they are like... The worst parts of driving a car. Constant vigilance over an extended period and it wears on me. Tires me out.

These were things I think about * a lot*. R.e. ADHD traits along with ASD.","2023-09-03T20:42:00.000Z","https://twitter.com/adammakey/status/1698436285793239274","@adammakey","false"
"radical malarxist","1698436265819938865",,"false","false","0","0","0","0","I started because channels I sub to started putting some out and I ended up finding creators I like who mainly post shorts. The format really tickles my ADHD brain which has convinced me to never try timtok.","2023-09-03T20:42:00.000Z","https://twitter.com/sensualkazoo/status/1698436265819938865","@sensualkazoo","false"
